Customer_Age,Gender,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_College,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Attrition_Flag
0.9590610711603379,0,-1.03512207085975,-1.8129515905420484,0.6440391034768416,0.4994326263265687,-0.5407907188822283,0.6960751150606937,-0.7653145494301162,1.2203475994859727,1.447349597352313,-0.14281358486569676,0.6949334412948354,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1.4576878874148638,0,1.291389691658007,-1.8129515905420484,1.6301212764622681,0.4994326263265687,-0.3566584258542082,0.7880484254476289,-1.2361103648666418,-0.6749929240900032,-1.099888428757612,-1.3337572805619071,0.22147943847112644,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
-0.16284926541234543,0,1.291389691658007,1.409233761581939,-1.3281252424940115,0.4994326263265687,0.808999144653718,0.5979702506479629,-0.13297115026537087,-0.8722588603889764,-1.2272503300631084,2.2474313061456446,-0.6198119050079257,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.5340730101122917,0,-0.25961815002049765,0.12035962073234409,0.6440391034768416,1.4080119449592956,-0.5515767109424471,1.6636343403312512,1.8332937259695306,-0.525353040966043,-0.8027106590447876,2.456368796618664,1.5325828309060125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.33577755084218047,0,-0.25961815002049765,0.7647966911571417,0.6440391034768416,1.4080119449592956,-0.6511820457842631,0.9388846544822025,-0.7330050326844724,-0.1755073417174915,-0.16590115251730625,0.3419213930317081,1.5835701850562582,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.7070012955421268,0,-1.8106259916990024,0.7647966911571417,-0.34204306950858504,1.4080119449592956,-0.7922474133718382,-0.628340554511172,-1.3099606888566853,-0.9219428294419219,-1.609336033979597,1.5245075891089974,0.6475880410124645,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.4121626735396084,0,1.291389691658007,-1.1685145201172509,-0.34204306950858504,-1.317726010938885,-0.6381948308546119,0.9486951409234755,0.5178348298968853,1.2468065179165353,0.937901992130328,-0.6609785612387847,1.485237430623642,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.7097476630330749,0,-0.25961815002049765,-0.5240774496924534,-1.3281252424940115,0.4994326263265687,-0.5679758213197185,0.49005489979395905,0.6147633801338173,-0.26664361631165195,-0.2932630538228025,0.6636851283601577,0.6403041332767151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-2.0326998263668177,1,-1.8106259916990024,-0.5240774496924534,0.6440391034768416,-0.40914669230615813,-0.6698924401744384,0.5673124805189845,-0.5114540607143424,-0.7446680759571517,-0.5904408235356271,-1.8268497580782328,1.321349506569281,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-1.6587297141759232,0,0.5158857708187546,0.7647966911571417,-0.34204306950858504,0.4994326263265687,-0.790189269988919,-1.4229899562542914,-0.38683163898114425,-0.647652041711755,-0.8451646261466196,-1.4549410250362587,-0.9949331533990182,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
-2.157356530430449,1,-1.8106259916990024,-1.1685145201172509,-1.3281252424940115,0.4994326263265687,-0.0676378630977344,-1.4229899562542914,-1.7530626327969445,0.36954637795210044,-0.2508090867209704,0.09537515427354505,-0.9949331533990182,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
